class,joint_0_x,joint_0_y,joint_1_x,joint_1_y,joint_2_x,joint_2_y,joint_3_x,joint_3_y,joint_4_x,joint_4_y,joint_5_x,joint_5_y,joint_6_x,joint_6_y,joint_7_x,joint_7_y,joint_8_x,joint_8_y,joint_9_x,joint_9_y,joint_10_x,joint_10_y,joint_11_x,joint_11_y,joint_12_x,joint_12_y,joint_13_x,joint_13_y,joint_14_x,joint_14_y,joint_15_x,joint_15_y,joint_16_x,joint_16_y,joint_17_x,joint_17_y,joint_18_x,joint_18_y,joint_19_x,joint_19_y,joint_20_x,joint_20_y,joint_21_x,joint_21_y,joint_22_x,joint_22_y,joint_23_x,joint_23_y,joint_24_x,joint_24_y
z,1.04168,-0.527184,1.07072,-0.178182,1.09567,0.164028,1.119,0.246545,0.964938,0.0349939,0.837542,-0.176492,0.7232,-0.388167,0.717025,-0.416251,1.16892,0.0243112,1.31656,-0.167938,1.35741,-0.408937,1.3571,-0.486983,0.983801,-0.519007,1.15271,-0.858094,0.928957,-0.914141,0.965687,-0.926083,1.07657,-0.523726,1.01374,-0.878478,1.10304,-1.26682,1.0918,-1.34039,1.09017,0.0793091,0.731261,-0.469937,0.672896,-0.39642,1.33629,-0.551923,1.37836,-0.457434
